file,component,category,pattern,line,evidence
effects/ScoreAlignDialog.cpp,Effects,callbacks_events,\bEVT_,297,"EVT_CHECKBOX(ID_IGNORESILENCE, ScoreAlignDialog::OnSlider)"
effects/ScoreAlignDialog.cpp,Effects,callbacks_events,\bEVT_,298,"EVT_SLIDER(ID_PRESMOOTH, ScoreAlignDialog::OnSlider)"
effects/ScoreAlignDialog.cpp,Effects,callbacks_events,\bEVT_,299,"EVT_SLIDER(ID_LINETIME, ScoreAlignDialog::OnSlider)"
effects/ScoreAlignDialog.cpp,Effects,callbacks_events,\bEVT_,300,"EVT_SLIDER(ID_SMOOTHTIME, ScoreAlignDialog::OnSlider)"
effects/ScoreAlignDialog.cpp,Effects,state_transitions,\bFlush\b,218,gPrefs->Flush();
effects/StatefulEffectUIServices.cpp,Effects,callbacks_events,\bBind\(,30,// Inherit wxEvtHandler so that Un-Bind()-ing is automatic in the destructor
effects/ToneGen.cpp,Effects,callbacks_events,\bEVT_,50,"EVT_TEXT(wxID_ANY, EffectToneGen::OnControlUpdate)"
effects/ToneGen.cpp,Effects,state_transitions,\bStart\b,93,"S.AddTitle(XO(""Start""));"
effects/ToneGen.cpp,Effects,state_transitions,\bStart\b,110,"t = S.Name(XO(""Frequency Hertz Start""))"
effects/ToneGen.cpp,Effects,state_transitions,\bStart\b,139,"t = S.Name(XO(""Amplitude Start""))"
effects/TruncSilence.cpp,Effects,callbacks_events,\bEVT_,29,"EVT_CHOICE(wxID_ANY, EffectTruncSilence::OnControlChange)"
effects/TruncSilence.cpp,Effects,callbacks_events,\bEVT_,30,"EVT_TEXT(wxID_ANY, EffectTruncSilence::OnControlChange)"
export/ExportAudioDialog.cpp,Other,callbacks_events,\bEVT_,134,"EVT_COMMAND(ExportFilePanelID, AUDACITY_EXPORT_FORMAT_CHANGE_EVENT, ExportAudioDialog::OnFormatChange)"
export/ExportAudioDialog.cpp,Other,callbacks_events,\bEVT_,136,"EVT_RADIOBUTTON(ExportRangeProjectID, ExportAudioDialog::OnExportRangeChange)"
export/ExportAudioDialog.cpp,Other,callbacks_events,\bEVT_,137,"EVT_RADIOBUTTON(ExportRangeSelectionID, ExportAudioDialog::OnExportRangeChange)"
export/ExportAudioDialog.cpp,Other,callbacks_events,\bEVT_,138,"EVT_RADIOBUTTON(ExportRangeSplitID, ExportAudioDialog::OnExportRangeChange)"
export/ExportAudioDialog.cpp,Other,callbacks_events,\bEVT_,140,"EVT_RADIOBUTTON(ExportModeTracksID, ExportAudioDialog::OnSplitModeChange)"
export/ExportAudioDialog.cpp,Other,callbacks_events,\bEVT_,141,"EVT_RADIOBUTTON(ExportModeLabelsID, ExportAudioDialog::OnSplitModeChange)"
export/ExportAudioDialog.cpp,Other,callbacks_events,\bEVT_,143,"EVT_RADIOBUTTON(ExportSplitNamePolicyTrackNameID, ExportAudioDialog::OnSplitNamePolicyChange)"
export/ExportAudioDialog.cpp,Other,callbacks_events,\bEVT_,144,"EVT_RADIOBUTTON(ExportSplitNamePolicyNumberingBeforeNameID, ExportAudioDialog::OnSplitNamePolicyChange)"
export/ExportAudioDialog.cpp,Other,callbacks_events,\bEVT_,145,"EVT_RADIOBUTTON(ExportSplitNamePolicyNumberingAfterPrefixID, ExportAudioDialog::OnSplitNamePolicyChange)"
export/ExportAudioDialog.cpp,Other,callbacks_events,\bEVT_,147,"EVT_CHECKBOX(TrimBlankSpaceBeforeFirstClipID, ExportAudioDialog::OnTrimBlankSpaceBeforeFirstClip)"
export/ExportAudioDialog.cpp,Other,callbacks_events,\bEVT_,148,"EVT_CHECKBOX(IncludeAudioBeforeFirstLabelID, ExportAudioDialog::OnIncludeAudioBeforeFirstLabelChange)"
export/ExportAudioDialog.cpp,Other,callbacks_events,\bEVT_,150,"EVT_TEXT(FileNamePrefixID, ExportAudioDialog::OnFileNamePrefixChange)"
export/ExportAudioDialog.cpp,Other,callbacks_events,\bEVT_,152,"EVT_BUTTON(EditMetadataID, ExportAudioDialog::OnEditMetadata)"
export/ExportAudioDialog.cpp,Other,callbacks_events,\bEVT_,153,"EVT_BUTTON(wxID_HELP, ExportAudioDialog::OnHelp)"
export/ExportAudioDialog.cpp,Other,callbacks_events,\bEVT_,155,"EVT_BUTTON(wxID_OK, ExportAudioDialog::OnExport)"
export/ExportAudioDialog.cpp,Other,state_transitions,\bStart\b,983,"wxLogDebug(wxT(""Channels: %i, Start: %lf, End: %lf ""), channels, t0, t1);"
export/ExportAudioDialog.h,Other,state_transitions,\bStart\b,46,double t0; /**< Start time for the export */
export/ExportFilePanel.cpp,Other,callbacks_events,\bBind\(,157,"mFullName->Bind(wxEVT_KILL_FOCUS, &ExportFilePanel::OnFullNameFocusKill, this);"
export/ExportFilePanel.cpp,Other,callbacks_events,\bEVT_,110,"EVT_TEXT(CustomSampleRateID, CustomSampleRateDialog::OnSampleRateChange)"
export/ExportFilePanel.cpp,Other,callbacks_events,\bEVT_,114,"EVT_BUTTON(FolderBrowseID, ExportFilePanel::OnFolderBrowse)"
export/ExportFilePanel.cpp,Other,callbacks_events,\bEVT_,116,"EVT_CHOICE(FormatID, ExportFilePanel::OnFormatChange)"
export/ExportFilePanel.cpp,Other,callbacks_events,\bEVT_,118,"EVT_RADIOBUTTON(AudioMixModeMonoID, ExportFilePanel::OnChannelsChange)"
export/ExportFilePanel.cpp,Other,callbacks_events,\bEVT_,119,"EVT_RADIOBUTTON(AudioMixModeStereoID, ExportFilePanel::OnChannelsChange)"
export/ExportFilePanel.cpp,Other,callbacks_events,\bEVT_,120,"EVT_RADIOBUTTON(AudioMixModeCustomID, ExportFilePanel::OnChannelsChange)"
export/ExportFilePanel.cpp,Other,callbacks_events,\bEVT_,122,"EVT_BUTTON(AudioChannelsConfigureID, ExportFilePanel::OnChannelsConfigure)"
export/ExportFilePanel.cpp,Other,callbacks_events,\bEVT_,124,"EVT_CHOICE(SampleRateID, ExportFilePanel::OnSampleRateChange)"
export/ExportFilePanel.cpp,Other,callbacks_events,\bwxPostEvent\b,517,"wxPostEvent(GetParent(), wxCommandEvent { AUDACITY_EXPORT_FORMAT_CHANGE_EVENT, GetId() });"
export/ExportMixerDialog.cpp,Other,callbacks_events,\bEVT_,31,"EVT_BUTTON(wxID_OK, ExportMixerDialog::OnOk)"
export/ExportMixerDialog.cpp,Other,callbacks_events,\bEVT_,32,"EVT_BUTTON(wxID_CANCEL, ExportMixerDialog::OnCancel)"
export/ExportMixerDialog.cpp,Other,callbacks_events,\bEVT_,33,"EVT_BUTTON(wxID_HELP, ExportMixerDialog::OnMixerPanelHelp)"
export/ExportMixerDialog.cpp,Other,callbacks_events,\bEVT_,34,EVT_SIZE(ExportMixerDialog::OnSize)
export/ExportMixerDialog.cpp,Other,callbacks_events,\bEVT_,35,"EVT_SLIDER(ID_SLIDER_CHANNEL, ExportMixerDialog::OnSlider)"
export/ExportMixerPanel.cpp,Other,callbacks_events,\bEVT_,20,EVT_PAINT(ExportMixerPanel::OnPaint)
export/ExportMixerPanel.cpp,Other,callbacks_events,\bEVT_,21,EVT_MOUSE_EVENTS(ExportMixerPanel::OnMouseEvent)
export/ExportOptionsHandler.cpp,Other,callbacks_events,\bBind\(,138,"control->Bind(wxEVT_CHOICE, [this, id = option.id, indexValueMap](const wxCommandEvent& evt)"
export/ExportOptionsHandler.cpp,Other,callbacks_events,\bBind\(,151,"control->Bind(wxEVT_CHECKBOX, [this, id = option.id](const wxCommandEvent& evt)"
export/ExportOptionsHandler.cpp,Other,callbacks_events,\bBind\(,163,"control->Bind(wxEVT_SLIDER, [this, id = option.id](const wxCommandEvent& evt)"
export/ExportOptionsHandler.cpp,Other,callbacks_events,\bBind\(,170,"control->Bind(wxEVT_SPINCTRL, [this, id = option.id](const wxSpinEvent& evt)"
export/ExportOptionsHandler.cpp,Other,callbacks_events,\bBind\(,177,"control->Bind(wxEVT_TEXT, [this, id = option.id](const wxCommandEvent& evt)"
export/ExportOptionsHandler.cpp,Other,callbacks_events,\bBind\(,187,"control->Bind(wxEVT_TEXT, [this, id = option.id](const wxCommandEvent& evt)"
import/ImportRaw.cpp,Other,callbacks_events,\bEVT_,285,"EVT_BUTTON(wxID_OK, ImportRawDialog::OnOK)"
import/ImportRaw.cpp,Other,callbacks_events,\bEVT_,286,"EVT_BUTTON(wxID_CANCEL, ImportRawDialog::OnCancel)"
import/ImportRaw.cpp,Other,callbacks_events,\bEVT_,287,"EVT_BUTTON(PlayID, ImportRawDialog::OnPlay)"
import/ImportRaw.cpp,Other,callbacks_events,\bEVT_,288,"EVT_BUTTON(DetectID, ImportRawDialog::OnDetect)"
import/ImportRaw.cpp,Other,callbacks_events,\bEVT_,289,"EVT_CHOICE(ChoiceID, ImportRawDialog::OnChoice)"
import/ImportRaw.cpp,Other,state_transitions,\bStart\b,378,"mOffsetText = S.AddTextBox(XXO(""Start offset:""),"
import/ImportStreamDialog.cpp,Other,callbacks_events,\bEVT_,23,"EVT_BUTTON(wxID_OK, ImportStreamDialog::OnOk)"
import/ImportStreamDialog.cpp,Other,callbacks_events,\bEVT_,24,"EVT_BUTTON(wxID_CANCEL, ImportStreamDialog::OnCancel)"
menus/EditMenus.cpp,Other,blocking_or_waiting,\bJoin\(,1006,wt->Join(
menus/EditMenus.cpp,Other,state_transitions,\bCommit\b,313,// Survived possibility of exceptions.  Commit changes to the clipboard now.
menus/EditMenus.cpp,Other,state_transitions,\bCommit\b,420,// Survived possibility of exceptions.  Commit changes to the clipboard now.
menus/EditMenus.cpp,Other,state_transitions,\bCommit\b,801,// Survived possibility of exceptions.  Commit changes to the clipboard now.
menus/FileMenus.cpp,Other,callbacks_events,\bCallAfter\b,492,wxTheApp->CallAfter([=] {
menus/FileMenus.cpp,Other,callbacks_events,\bProcessEvent\b,426,wxTheApp->ProcessEvent(evt);
menus/HelpMenus.cpp,Other,callbacks_events,\bBind\(,119,"->Bind(wxEVT_BUTTON, [this, prefSetter, id](wxCommandEvent&){"
menus/HelpMenus.cpp,Other,callbacks_events,\bBind\(,129,"b->Bind(wxEVT_BUTTON, [this, Help](const wxCommandEvent&){"
menus/HelpMenus.cpp,Other,callbacks_events,\bBind\(,198,"pBtn->Bind(wxEVT_BUTTON, [this]( const wxCommandEvent& ){"
menus/HelpMenus.cpp,Other,callbacks_events,\bEVT_,72,"EVT_BUTTON(wxID_OK,                                            QuickFixDialog::OnOk)"
menus/HelpMenus.cpp,Other,callbacks_events,\bEVT_,73,"EVT_BUTTON(wxID_CANCEL,                                        QuickFixDialog::OnCancel)"
menus/HelpMenus.cpp,Other,audio_stream_control,\bAudioIO\b,8,"#include ""AudioIO.h"""
menus/HelpMenus.cpp,Other,state_transitions,\bFlush\b,157,gPrefs->Flush();
menus/LabelMenus.cpp,Other,blocking_or_waiting,\bJoin\(,647,"t.Join(t0 - sampleTime, t1 + sampleTime, std::move(reportProgress));"
menus/LabelMenus.cpp,Other,audio_stream_control,\bAudioIO\b,1,"#include ""AudioIO.h"""
menus/LabelMenus.cpp,Other,audio_stream_control,\bAudioIO\b,348,auto gAudioIO = AudioIO::Get();
menus/LabelMenus.cpp,Other,state_transitions,\bCommit\b,319,// Survived possibility of exceptions.  Commit changes to the clipboard now.
menus/LabelMenus.cpp,Other,state_transitions,\bFlush\b,426,gPrefs->Flush();
menus/PluginMenus.cpp,Other,audio_stream_control,\bAudioIO\b,12,"#include ""AudioIO.h"""
menus/PluginMenus.cpp,Other,audio_stream_control,\bAudioIO\b,217,auto gAudioIO = AudioIO::Get();
menus/PluginMenus.cpp,Other,audio_stream_control,\bAudioIO\b,228,auto gAudioIO = AudioIO::Get();
menus/PluginMenus.cpp,Other,audio_stream_control,\bAudioIO\b,555,return AudioIO::Get()->mSimulateRecordingErrors;
menus/PluginMenus.cpp,Other,audio_stream_control,\bAudioIO\b,563,return AudioIO::Get()->mDetectUpstreamDropouts
menus/PluginMenus.cpp,Other,state_transitions,\bStop\b,91,// - Stop playback/recording and unapply pause.
menus/PluginMenus.cpp,Other,state_transitions,\bFlush\b,100,gPrefs->Flush();
menus/PluginMenus.cpp,Other,state_transitions,\bFlush\b,117,gPrefs->Flush();
menus/SelectMenus.cpp,Other,audio_stream_control,\bAudioIO\b,2,"#include ""AudioIO.h"""
menus/SelectMenus.cpp,Other,audio_stream_control,\bAudioIO\b,160,auto gAudioIO = AudioIO::Get();
menus/SelectMenus.cpp,Other,audio_stream_control,\bAudioIO\b,388,auto gAudioIO = AudioIO::Get();
menus/SelectMenus.cpp,Other,audio_stream_control,\bAudioIO\b,609,auto gAudioIO = AudioIO::Get();
menus/SelectMenus.cpp,Other,audio_stream_control,\bAudioIO\b,627,auto gAudioIO = AudioIO::Get();
menus/SelectMenus.cpp,Other,audio_stream_control,\bAudioIO\b,937,"gPrefs->Read(wxT(""/AudioIO/SeekShortPeriod""), &mSeekInfo.mSeekShort, 1.0);"
menus/SelectMenus.cpp,Other,audio_stream_control,\bAudioIO\b,938,"gPrefs->Read(wxT(""/AudioIO/SeekLongPeriod""), &mSeekInfo.mSeekLong, 15.0);"
menus/SelectMenus.cpp,Other,state_transitions,\bStart\b,1006,"Command(wxT(""SelTrackStartToCursor""), XXO(""Track &Start to Cursor""),"
menus/SelectMenus.cpp,Other,state_transitions,\bStart\b,1008,"Options { wxT(""Shift+J""), XO(""Select Track Start to Cursor"") }),"
menus/SelectMenus.cpp,Other,state_transitions,\bStart\b,1012,"Command(wxT(""SelTrackStartToEnd""), XXO(""Track Start to En&d""),"
menus/SelectMenus.cpp,Other,state_transitions,\bStart\b,1014,"Options {}.LongName(XO(""Select Track Start to End"")))"
menus/SelectMenus.cpp,Other,state_transitions,\bStart\b,1070,"Command(wxT(""SelStart""), XXO(""Selection to &Start""), FN(OnSelToStart),"
menus/SelectMenus.cpp,Other,state_transitions,\bStart\b,1121,"Options {}.LongName(XO(""Cursor to Selection Start""))),"
menus/SelectMenus.cpp,Other,state_transitions,\bStart\b,1127,"Command(wxT(""CursTrackStart""), XXO(""Track &Start""),"
menus/SelectMenus.cpp,Other,state_transitions,\bStart\b,1130,"Options { wxT(""J""), XO(""Cursor to Track Start"") }),"
menus/SelectMenus.cpp,Other,state_transitions,\bStart\b,1136,"Command(wxT(""CursProjectStart""), XXO(""&Project Start""),"
menus/SelectMenus.cpp,Other,state_transitions,\bStart\b,1139,"Options { wxT(""Home""), XO(""Cursor to Project Start"") }),"
menus/TrackMenus.cpp,Other,state_transitions,\bStart\b,164,"{ wxT(""StartToZero""),     XXO(""Start to &Zero"") },"
menus/TrackMenus.cpp,Other,state_transitions,\bStart\b,165,"{ wxT(""StartToSelStart""), XXO(""Start to &Cursor/Selection Start"") },"
menus/TrackMenus.cpp,Other,state_transitions,\bStart\b,165,"{ wxT(""StartToSelStart""), XXO(""Start to &Cursor/Selection Start"") },"
menus/TrackMenus.cpp,Other,state_transitions,\bStart\b,166,"{ wxT(""StartToSelEnd""),   XXO(""Start to Selection &End"") },"
menus/TrackMenus.cpp,Other,state_transitions,\bStart\b,167,"{ wxT(""EndToSelStart""),   XXO(""End to Cu&rsor/Selection Start"") },"
menus/TrackMenus.cpp,Other,state_transitions,\bStart\b,215,"? XO(""Align/Move Start"")"
menus/TrackMenus.cpp,Other,state_transitions,\bStart\b,216,": XO(""Align Start"");"
menus/TrackMenus.cpp,Other,state_transitions,\bStart\b,224,"? XO(""Align/Move Start"")"
menus/TrackMenus.cpp,Other,state_transitions,\bStart\b,225,": XO(""Align Start"");"
menus/TrackMenus.cpp,Other,state_transitions,\bStart\b,233,"? XO(""Align/Move Start"")"
menus/TrackMenus.cpp,Other,state_transitions,\bStart\b,234,": XO(""Align Start"");"
menus/TrackMenus.cpp,Other,state_transitions,\bStart\b,1300,"Command(wxT(""SortByTime""), XXO(""By &Start Time""), OnSortTime,"
menus/TrackMenus.cpp,Other,state_transitions,\bFlush\b,798,gPrefs->Flush();
menus/TrackMenus.cpp,Other,state_transitions,\bFlush\b,954,gPrefs->Flush();
menus/TransportMenus.cpp,Other,blocking_or_waiting,\bsleep_for\b,58,std::this_thread::sleep_for(100ms);
menus/TransportMenus.cpp,Other,audio_stream_control,\bAudioIO\b,1,"#include ""AudioIO.h"""
menus/TransportMenus.cpp,Other,audio_stream_control,\bAudioIO\b,207,auto gAudioIO = AudioIO::Get();
menus/TransportMenus.cpp,Other,audio_stream_control,\bAudioIO\b,431,"gPrefs->Read(wxT(""/AudioIO/Duplex""), &Duplex, true);"
menus/TransportMenus.cpp,Other,audio_stream_control,\bAudioIO\b,432,"gPrefs->Write(wxT(""/AudioIO/Duplex""), !Duplex);"
menus/TransportMenus.cpp,Other,audio_stream_control,\bAudioIO\b,440,"gPrefs->Read(wxT(""/AudioIO/SWPlaythrough""), &SWPlaythrough, false);"
menus/TransportMenus.cpp,Other,audio_stream_control,\bAudioIO\b,441,"gPrefs->Write(wxT(""/AudioIO/SWPlaythrough""), !SWPlaythrough);"
menus/TransportMenus.cpp,Other,audio_stream_control,\bAudioIO\b,536,"gPrefs->Read(wxT(""/AudioIO/CutPreviewBeforeLen""), &beforeLen, 2.0);"
menus/TransportMenus.cpp,Other,audio_stream_control,\bAudioIO\b,559,"gPrefs->Read(wxT(""/AudioIO/CutPreviewAfterLen""), &afterLen, 1.0);"
menus/TransportMenus.cpp,Other,audio_stream_control,\bAudioIO\b,588,"gPrefs->Read(wxT(""/AudioIO/CutPreviewBeforeLen""), &beforeLen, 2.0);"
menus/TransportMenus.cpp,Other,audio_stream_control,\bAudioIO\b,616,"gPrefs->Read(wxT(""/AudioIO/CutPreviewAfterLen""), &afterLen, 1.0);"
menus/TransportMenus.cpp,Other,audio_stream_control,\bAudioIO\b,640,"gPrefs->Read(wxT(""/AudioIO/CutPreviewBeforeLen""), &beforeLen, 2.0);"
menus/TransportMenus.cpp,Other,audio_stream_control,\bAudioIO\b,642,"gPrefs->Read(wxT(""/AudioIO/CutPreviewAfterLen""), &afterLen, 1.0);"
menus/TransportMenus.cpp,Other,audio_stream_control,\bAudioIO\b,672,"gPrefs->Read(wxT(""/AudioIO/CutPreviewBeforeLen""), &beforeLen, 2.0);"
menus/TransportMenus.cpp,Other,audio_stream_control,\bAudioIO\b,674,"gPrefs->Read(wxT(""/AudioIO/CutPreviewAfterLen""), &afterLen, 1.0);"
menus/TransportMenus.cpp,Other,audio_stream_control,\bAudioIO\b,836,"Options {}.CheckTest(wxT(""/AudioIO/Duplex""), true)),"
menus/TransportMenus.cpp,Other,audio_stream_control,\bAudioIO\b,840,"Options {}.CheckTest(wxT(""/AudioIO/SWPlaythrough""), false))"
menus/TransportMenus.cpp,Other,state_transitions,\bStart\b,271,auto start = floor(pInterval->Start() * rate + 0.5);
menus/TransportMenus.cpp,Other,state_transitions,\bStart\b,746,/* i18n-hint: (verb) Start or Stop audio playback*/
menus/TransportMenus.cpp,Other,state_transitions,\bStart\b,855,/* i18n-hint: (verb) Start playing audio*/
menus/TransportMenus.cpp,Other,state_transitions,\bStart\b,867,"XXO(""Play &Before Selection Start""), OnPlayBeforeSelectionStart,"
menus/TransportMenus.cpp,Other,state_transitions,\bStart\b,870,"XXO(""Play Af&ter Selection Start""), OnPlayAfterSelectionStart,"
menus/TransportMenus.cpp,Other,state_transitions,\bStart\b,879,"XXO(""Play Before a&nd After Selection Start""),"
menus/TransportMenus.cpp,Other,state_transitions,\bStop\b,448,ProjectAudioManager::Get(context.project).Stop();
menus/TransportMenus.cpp,Other,state_transitions,\bStop\b,725,ProjectAudioManager::Get(project).Stop();
menus/TransportMenus.cpp,Other,state_transitions,\bStop\b,746,/* i18n-hint: (verb) Start or Stop audio playback*/
menus/TransportMenus.cpp,Other,state_transitions,\bStop\b,747,"Command(wxT(""DefaultPlayStop""), XXO(""Pl&ay/Stop""), OnPlayDefaultOrStop,"
menus/TransportMenus.cpp,Other,state_transitions,\bStop\b,749,"Command(wxT(""PlayStopSelect""), XXO(""Play/Stop and &Set Cursor""),"
menus/TransportMenus.cpp,Other,state_transitions,\bStop\b,751,"Command(wxT(""OncePlayStop""), XXO(""Play &Once/Stop""), OnPlayOnceOrStop,"
menus/TransportMenus.cpp,Other,state_transitions,\bStop\b,858,/* i18n-hint: (verb) Stop playing audio*/
menus/TransportMenus.cpp,Other,state_transitions,\bStop\b,859,"Command(wxT(""Stop""), XXO(""Sto&p""), OnStop,"
menus/TransportMenus.cpp,Other,state_transitions,\bPause\b,753,"Command(wxT(""Pause""), XXO(""&Pause""), OnPause,"
menus/TransportMenus.cpp,Other,state_transitions,\bPause\b,753,"Command(wxT(""Pause""), XXO(""&Pause""), OnPause,"
menus/TransportMenus.cpp,Other,state_transitions,\bPause\b,788,"Command(wxT(""Pause""), XXO(""&Pause""), OnPause,"
menus/TransportMenus.cpp,Other,state_transitions,\bPause\b,788,"Command(wxT(""Pause""), XXO(""&Pause""), OnPause,"
menus/TransportMenus.cpp,Other,state_transitions,\bFlush\b,424,gPrefs->Flush();
menus/TransportMenus.cpp,Other,state_transitions,\bFlush\b,433,gPrefs->Flush();
menus/TransportMenus.cpp,Other,state_transitions,\bFlush\b,442,gPrefs->Flush();
menus/ViewMenus.cpp,Other,audio_stream_control,\bAudioIO\b,1,"#include ""AudioIO.h"""
menus/ViewMenus.cpp,Other,audio_stream_control,\bAudioIO\b,130,auto gAudioIO = AudioIO::Get();
menus/ViewMenus.cpp,Other,state_transitions,\bStart\b,328,"Options { wxT(""Ctrl+[""), XO(""Skip to Selection Start"") }),"
menus/ViewMenus.cpp,Other,state_transitions,\bFlush\b,260,gPrefs->Flush();
menus/ViewMenus.cpp,Other,state_transitions,\bFlush\b,272,gPrefs->Flush();
menus/ViewMenus.cpp,Other,state_transitions,\bFlush\b,283,gPrefs->Flush();
prefs/ApplicationPrefs.cpp,Other,state_transitions,\bCommit\b,105,bool ApplicationPrefs::Commit()
prefs/ApplicationPrefs.h,Other,state_transitions,\bCommit\b,29,bool Commit() override;
prefs/BatchPrefs.cpp,Other,state_transitions,\bCommit\b,83,bool BatchPrefs::Commit()
prefs/BatchPrefs.h,Other,state_transitions,\bCommit\b,32,bool Commit() override;
prefs/DevicePrefs.cpp,Other,callbacks_events,\bEVT_,63,"EVT_CHOICE(HostID, DevicePrefs::OnHost)"
prefs/DevicePrefs.cpp,Other,callbacks_events,\bEVT_,64,"EVT_CHOICE(RecordID, DevicePrefs::OnDevice)"
prefs/DevicePrefs.cpp,Other,callbacks_events,\bEVT_,65,"EVT_CHOICE(DefaultSampleRateChoice, DevicePrefs::OnDefaultSampleRateChoice)"
prefs/DevicePrefs.cpp,Other,callbacks_events,\bEVT_,66,"EVT_CHOICE(ProjectSampleRateChoice, DevicePrefs::OnProjectSampleRateChoice)"
prefs/DevicePrefs.cpp,Other,state_transitions,\bCommit\b,512,bool DevicePrefs::Commit()
prefs/DevicePrefs.cpp,Other,state_transitions,\bFlush\b,550,gPrefs->Flush();
prefs/DevicePrefs.h,Other,state_transitions,\bCommit\b,33,bool Commit() override;
prefs/DirectoriesPrefs.cpp,Other,callbacks_events,\bEVT_,107,EVT_CHAR(FilesystemValidator::OnChar)
prefs/DirectoriesPrefs.cpp,Other,callbacks_events,\bEVT_,133,"EVT_TEXT(TempTextID, DirectoriesPrefs::OnTempText)"
prefs/DirectoriesPrefs.cpp,Other,callbacks_events,\bEVT_,134,"EVT_BUTTON(TempButtonID, DirectoriesPrefs::OnTempBrowse)"
prefs/DirectoriesPrefs.cpp,Other,callbacks_events,\bEVT_,135,"EVT_COMMAND_RANGE(ButtonsStart, ButtonsEnd, wxEVT_BUTTON, DirectoriesPrefs::OnBrowse)"
prefs/DirectoriesPrefs.cpp,Other,state_transitions,\bCommit\b,498,bool DirectoriesPrefs::Commit()
prefs/DirectoriesPrefs.h,Other,state_transitions,\bCommit\b,32,bool Commit() override;
prefs/EffectsPrefs.cpp,Other,callbacks_events,\bBind\(,90,"mAddNewLocation->Bind(wxEVT_BUTTON, &EffectsLocationPanel::OnAddNewLocationClicked, this);"
prefs/EffectsPrefs.cpp,Other,callbacks_events,\bBind\(,113,"text->Bind(wxEVT_TEXT, [this](wxCommandEvent& evt)"
prefs/EffectsPrefs.cpp,Other,callbacks_events,\bBind\(,120,"browse->Bind(wxEVT_BUTTON, &EffectsLocationPanel::OnBrowseClicked, this);"
prefs/EffectsPrefs.cpp,Other,callbacks_events,\bBind\(,121,"remove->Bind(wxEVT_BUTTON, &EffectsLocationPanel::OnRemoveClicked, this);"
prefs/EffectsPrefs.cpp,Other,callbacks_events,\bBind\(,315,"panel->Bind(EVT_PLUGIN_LOCATIONS_CHANGED, [wnd = wxWeakRef(scroller)](const auto&)"
prefs/EffectsPrefs.cpp,Other,callbacks_events,\bBind\(,331,"pButton->Bind(wxEVT_BUTTON, [this](auto) {"
prefs/EffectsPrefs.cpp,Other,callbacks_events,\bEVT_,40,"wxDEFINE_EVENT(EVT_PLUGIN_LOCATIONS_CHANGED, wxCommandEvent);"
prefs/EffectsPrefs.cpp,Other,callbacks_events,\bEVT_,133,"wxPostEvent(this, wxCommandEvent(EVT_PLUGIN_LOCATIONS_CHANGED));"
prefs/EffectsPrefs.cpp,Other,callbacks_events,\bEVT_,180,"wxPostEvent(this, wxCommandEvent(EVT_PLUGIN_LOCATIONS_CHANGED));"
prefs/EffectsPrefs.cpp,Other,callbacks_events,\bEVT_,315,"panel->Bind(EVT_PLUGIN_LOCATIONS_CHANGED, [wnd = wxWeakRef(scroller)](const auto&)"
prefs/EffectsPrefs.cpp,Other,callbacks_events,\bwxPostEvent\b,133,"wxPostEvent(this, wxCommandEvent(EVT_PLUGIN_LOCATIONS_CHANGED));"
prefs/EffectsPrefs.cpp,Other,callbacks_events,\bwxPostEvent\b,180,"wxPostEvent(this, wxCommandEvent(EVT_PLUGIN_LOCATIONS_CHANGED));"
prefs/EffectsPrefs.cpp,Other,state_transitions,\bCommit\b,344,bool EffectsPrefs::Commit()
prefs/EffectsPrefs.h,Other,state_transitions,\bCommit\b,35,bool Commit() override;
prefs/ExtImportPrefs.cpp,Other,callbacks_events,\bBind\(,69,"Bind(wxEVT_SHOW, &ExtImportPrefs::OnShow, this);"
prefs/ExtImportPrefs.cpp,Other,callbacks_events,\bEVT_,43,"EVT_LIST_KEY_DOWN(EIPPluginList, ExtImportPrefs::OnPluginKeyDown)"
prefs/ExtImportPrefs.cpp,Other,callbacks_events,\bEVT_,44,"EVT_LIST_BEGIN_DRAG(EIPPluginList, ExtImportPrefs::OnPluginBeginDrag)"
prefs/ExtImportPrefs.cpp,Other,callbacks_events,\bEVT_,45,EVT_KEY_DOWN(ExtImportPrefs::OnRuleTableKeyDown)
prefs/ExtImportPrefs.cpp,Other,callbacks_events,\bEVT_,46,EVT_GRID_CELL_LEFT_CLICK(ExtImportPrefs::OnRuleTableCellClick)
prefs/ExtImportPrefs.cpp,Other,callbacks_events,\bEVT_,47,EVT_GRID_EDITOR_HIDDEN(ExtImportPrefs::OnRuleTableEdit)
prefs/ExtImportPrefs.cpp,Other,callbacks_events,\bEVT_,48,EVT_GRID_SELECT_CELL(ExtImportPrefs::OnRuleTableSelect)
prefs/ExtImportPrefs.cpp,Other,callbacks_events,\bEVT_,49,EVT_GRID_RANGE_SELECT(ExtImportPrefs::OnRuleTableSelectRange)
prefs/ExtImportPrefs.cpp,Other,callbacks_events,\bEVT_,50,"EVT_BUTTON(EIPAddRule, ExtImportPrefs::OnAddRule)"
prefs/ExtImportPrefs.cpp,Other,callbacks_events,\bEVT_,51,"EVT_BUTTON(EIPDelRule, ExtImportPrefs::OnDelRule)"
prefs/ExtImportPrefs.cpp,Other,callbacks_events,\bEVT_,52,"EVT_BUTTON(EIPMoveRuleUp, ExtImportPrefs::OnRuleMoveUp)"
